t,ave,sd,equib
485,0.9527876324424448,0.20269549813206167,0.9527692569068709
486,0.9547204411661416,0.20287566932751083,0.9527692569068709
487,0.9555667628750394,0.20217454776409252,0.9527692569068709
488,0.954763915898827,0.20358238235129628,0.9527692569068709
489,0.9533649734109725,0.20341884346126812,0.9527692569068709
490,0.9531855869576817,0.20487661693130613,0.9527692569068709
491,0.9521577415733915,0.20408199121563222,0.9527692569068709
492,0.9533646914921955,0.2036068218113877,0.9527692569068709
493,0.9557334853232572,0.20379490250758728,0.9527692569068709
494,0.9569491787920249,0.20342727369577632,0.9527692569068709
495,0.9574013425274575,0.20393607051390528,0.9527692569068709
496,0.9561695570781003,0.20392045272956358,0.9527692569068709
497,0.9585385328111059,0.205575842208779,0.9527692569068709
498,0.9610459037792382,0.20361792222212188,0.9527692569068709
499,0.9594791316902589,0.20326637648762116,0.9527692569068709
500,0.954273619754181,0.20462636606494275,0.9527692569068709
